title,degree_type,url_slug,url,row_number,URL,A_level,A_level_subjects,GCSE,IB,IB_subjects,A_level_additional
German and Ukrainian,BA,german-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-ukrainian-ba,156,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-ukrainian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.",NA
German and Yiddish,BA,german-and-yiddish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-yiddish-ba,157,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-and-yiddish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include German or Yiddish with no higher level score below 5,NA
German,BA,german-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-ba,158,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-ba,ABB,German required.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, including German, with no higher level score below 5.",NA
German with Film Studies,BA,german-film-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-film-studies-ba,159,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-film-studies-ba,ABB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 in three higher level subjects, with no higher level score below 5. Foreign language preferred.",NA
German with Management Studies,BA,german-management-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-management-studies-ba,160,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/german-management-studies-ba,AAB,Foreign language preferred.,English Language at grade B or 6 and Mathematics at grade C or 4.,36,"A total of 17 in three higher level subjects, with no higher level score below 5. Foreign language preferred.",NA
Greek and English,BA,greek-and-english-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/greek-and-english-ba,161,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/greek-and-english-ba,NA,NA,NA,NA,NA,NA
History of Art,BA,history-of-art-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-of-art-ba,162,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-of-art-ba,NA,NA,NA,NA,NA,NA
Hebrew and Hungarian,BA,hebrew-and-hungarian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-hungarian-ba,163,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-hungarian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Hungarian with no higher level score below 5,NA
Hebrew and Italian,BA,hebrew-and-italian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-italian-ba,164,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-italian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Italian with no higher level score below 5,NA
Hebrew and Jewish Studies,BA,hebrew-and-jewish-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,165,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hebrew and Jewish Studies,BA,hebrew-and-jewish-studies-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,166,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-jewish-studies-ba,ABB,No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.,English Language and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects, with no higher level score below 5.",NA
Hebrew and Norwegian,BA,hebrew-and-norwegian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-norwegian-ba,167,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-norwegian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Norwegian with no higher level score below 5,NA
Hebrew and Polish,BA,hebrew-and-polish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-polish-ba,168,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-polish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Polish with no higher level score below 5,NA
Hebrew and Romanian,BA,hebrew-and-romanian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-romanian-ba,169,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-romanian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Romanian with no higher level score below 5,NA
Hebrew and Spanish,BA,hebrew-and-spanish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-spanish-ba,170,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-spanish-ba,ABB,Spanish required at grade A.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,"A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.",NA
Hebrew and Serbian/Croatian,BA,hebrew-and-serbiancroatian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-serbiancroatian-ba,171,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-serbiancroatian-ba,NA,NA,NA,NA,NA,NA
Hebrew and Swedish,BA,hebrew-and-swedish-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-swedish-ba,172,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-swedish-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Swedish with no higher level score below 5,NA
Hebrew and Ukrainian,BA,hebrew-and-ukrainian-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-ukrainian-ba,173,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/hebrew-and-ukrainian-ba,ABB,A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.,English Language at grade B or 6 and Mathematics at grade C or 4.,34,A total of 16 in three higher level subjects to include Hebrew or Ukrainian with no higher level score below 5,NA
Ancient History,BA,ancient-history-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ancient-history-ba,174,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/ancient-history-ba,AAA,"History, Ancient History or Classical Civilisation required.",English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including grade 6 in History, with no higher level score below 5.",NA
History,BA,history-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-ba,175,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-ba,AAA,History required.,English Language at grade B or 6 and Mathematics at grade C or 4.,38,"A total of 18 points in three higher level subjects including grade 6 in History, with no higher level score below 5.",NA
History with a Year Abroad,BA,history-a-year-abroad-ba,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-a-year-abroad-ba,176,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/history-a-year-abroad-ba,NA,NA,NA,NA,NA,NA
